,Tweets,tag
547,"RT @UNmigration: ""Nothing is more precious than my #freedom."" Read Daniel's story on @iamamigrant ➡ https://t.co/mD81i7RiMh #ForMigration h…",other
548,RT @antonioguterres: Racism  xenophobia  anti-Semitism &amp; Islamophobia are poisoning our societies. We must stand up against them. Every tim…,other
549,On my way to #Libya I kept thinking about my family; this is all I have in this world. I guess I can live just fine… https://t.co/pHGvbJvezf,other
550,RT @IOMXorg: Watch the drama of the fashion world unfold when we launch Made  our first ever miniseries in FOUR DAYS. 🧥👠👗👢👛💼,other
551,#Made https://…,other
552,RT @UNGeneva: Migrants bring new skills  ideas  perspectives &amp; progress. Here are some of their stories:https://t.co/ErzzpdIFBN #JoinTogeth…,other
553,"RT @BarackObama: ""No one is born hating another person because of the color of his skin or his background or his religion..."" https://t.co/…",other
554,"I have to work twice as hard as my friends to prove to my family that starting their lives all over again was wort… https://t.co/4pvsVD8e2A
RT @IOMatUN: .@uBadr on PLURAL+ Youth Video Festival on migration  diversity and social inclusion. #PLURALplus2017 #YouthDay2017 https://t.…
RT @jackahmed12: I ws supported by manyEuropean"" people who later became best friends. Luckily  these guys n the pic aren't representative…",other
555,RT @zekavatm: Here goes the start of a long chapter @Yale's MD/PhD pgm! Thanks to my family teachers mentors (espec. @pnatarajanmd @skathir…,other
556,"RT @IOM_USA: ""After they found 23 survivors  they also found me somewhere further away between a pile of corpses. They thought I was dead a…",other
557,There is a saying in Arabic that says: “Without a home  you have no dignity”. -Dahham @tandemvzw #iamamigrant https://t.co/YKfsafwT1S,other
558,“I made it my personal mission to demonstrate that migrants are not just takers but givers too.” @godfreyinafrica… https://t.co/SwjYugNtZD,other
559,"RT @IOM_USA: ""It is very satisfying when you feel you’re giving something back to the society you were welcomed in."" https://t.co/QdwutYThh…",other
560,"We have more in common than differences. At the end of the day we all love our families...so why not love our neig… https://t.co/hxjrQJEw6x
We need to sensitize Africa about #migration. #Africa is a place of hope  of hard working people. We don’t need to… https://t.co/d1sR3xzFdv",other
561,RT @itayiviriri: Refugee Entrepreneurs ‘Keep Business Alive’ in Upstate New York @refugeesdeeply https://t.co/BRr1VcdvRH,other
562,"RT @OIM_Niger: “Every time someone used to ask me about Libya  I refused to talk about it."" Adama from #Liberia tells his story: https://t.…",other
563,#Migrants are here. It's a fact so there should be strong policies of inclusion. -Egide  #iamamigrant #diaspora… https://t.co/0RKzGQsUmu,other
564,"I took that bunny everywhere. When the war began  everything went so fast. My father brought it back three years l… https://t.co/J773nXRUEf
When immigrants feel welcomed  they thrive  they will build a life  start businesses  open restaurants and add to… https://t.co/JiKQeZpXkH",other
565,RT @davidnabarro: We all must #JoinTogether to fight against stigma &amp; discrimination of #refugees &amp; migrants! https://t.co/xobE66UaZv #UN4R…,other
566,"I honestly regret taking on this journey to Europe. I want to stay in Liberia. There’s no place like home.” -Binta… https://t.co/m08Otdjm5S
My attitude made people listen to me. People started looking at me in a more positive way."" @seydoukante… https://t.co/8txpARPO6J",other
567,We traded the jersey to get on his truck across the border. He had his shirt and we were in Europe. -Chaqir… https://t.co/aofVZbDRcu,other
568,We've always been poor. When we heard that fishermen made a good amount of money  we jumped onto that chance.… https://t.co/N76uURU8dA,other
569,#Migration will always be a beautiful thing but we have to invest in it. - @Youssef_Kobo,other
570,#iamamigrant… https://t.co/3ZOk6yaT8o,other
571,"I want to continue to be that bridge where #migrants contribute to the development of their host &amp; home countries.… https://t.co/ewcSwyIRW4
RT @UNmigration: Calling on professional and emerging filmmakers  show your work at the Global #migFEST: https://t.co/X8xoAavA9h https://t.…
I know how dangerous it is and I now know it’s not worth the risk  but going to #Europe was my biggest dream and I… https://t.co/hPnhZq6rIW",other
572,RT @IOM_USA: Here's a compelling @iamamigrant story of Filipinos Preparing for Life in #Canada https://t.co/YiMdLDftDf https://t.co/fkPk1e5…,other
573,RT @UN: #JoinTogether on the @iamamigrant platform &amp; show your support for diversity &amp; inclusion. https://t.co/h9FetB2g8Z,other
574,It’s important in Europe that we remember the importance of humanity everytime we make decisions. MEP… https://t.co/MnuQCPfy6y,other
575,“Home is the place where I feel free. If you’re not free  if you’re under oppression you don’t feel like you’re hom… https://t.co/6TZw3rN2BD,other
576,"#Migration is a story about how migrants come with skills &amp;the desire to make something in the place where they se… https://t.co/tvTnKnLvHK
RT @ADEPTPlatform: Don’t miss our webinar on the visibility of Diaspora women leaders in international development with @iamamigrant https:…
Being a #migrant means learning to be more organized  more persistant and in some cases stronger than everyone els… https://t.co/8RZn6GJDqe",other
577,Successful launch today of the 1st online Forum for #diaspora members to contribute to the #GlobalCompact ! More in… https://t.co/RSo6y3dW5G,other
578,@logolove777 Hi Ghassan please contact IOM mission in the country you're living in. And let us know how it goes.,other
579,"Along your journey you learn that even though people are different we are all alike because we share the same valu… https://t.co/NF0oYnh1ns
@johann_taljaard @TogetherintheUk Hi Johann yes you can but don't forget to credit #iamamigrant :)
Borders are just something to be crossed to discover new things on the other side of the world"" -Dan #iamamigrant… https://t.co/OdK5IOQjIV",other
580,Home is dynamic; it is where your family is  where you have good memories and where you make your nest. Imogen… https://t.co/mwDEHCn2cK,other
581,Home is about people. In that sense  it's something you can carry with you  and build in a new place.,other
582,Rachel… https://t.co/rbRGtngKry,other
583,"It is not leaving your country that frightens; it is the possibility that one day there might not be a country you… https://t.co/Qc1QnOAZnQ
RT @UNmigration: Not just numbers: migrants tell their stories on @iamamigrant ➡️ https://t.co/oIl98DsB6S #ForMigration 🌎 https://t.co/PY5c…
When I go somewhere  I bring my skills  knowledge and vision of the world. This is what keeps society  and life  i… https://t.co/ShxcoVemN8",other
584,My father’s intellectual talent was his access to the #UnitedStates. Shireen #iamamigrant #JoinTogether… https://t.co/EMEPbzS55v,other
585,RT @UNmigration: Migrants´ participation in our societies fosters integration  @MonamiMaulik says ➡️ https://t.co/LvSoCnZF5B #ForMigration…,other
586,"RT @UNmigration: ""#Migration has become a toxic word despite an entire history of migrants contributing to our society"" @IOMchief: https://…",other
587,RT @CAUXIofC: Beautiful performance by Mer Ayang  from South Sudan  calling for an end to divisions among the people #CauxForum #AEUB2017 h…,other
588,"RT @MNHIParis: ""Ce n'est jamais un adieu  c'est un au revoir"" https://t.co/gQUY6f6fHm",other
589,RT @IOMLHD: .@MonamiMaulik migrant stories are diverse  each one speaks of a different journey w/ different purposes &amp; facing unique challe…,other
590,The problem with stereotypes is not that they are untrue  but that they are incomplete. @AdichieSpeaks… https://t.co/b6Htkm3OgG,other
591,@drsweid can't we work on that? all together? #JoinTogether,other
592,Thank you for this interesting report @ipsnews ! Behind the numbers  there are also human stories to be told. https://t.co/F49kDLNRJ7,other
593,"RT @iomireland: ""Integration is a two-way street."" @iamamigrant https://t.co/R6i94EMetJ https://t.co/pU7Zr2HkBR",other
594,The world is a messy place  but building walls to keep it outside won’t help. Manuel #iamamigrant… https://t.co/VoHNLd9qWD,other
595,"RT @BritishRedCross: “I can’t go back and I can’t live here."" ",other
596,Too many people are being forgotten by our asylum system. https://t.co/KFQux…,other
597,RT @IOM_USA: Displaced Dinners' Founder @NasJab to Launch #Refugee Food Festival during UNGA in New York https://t.co/L9zuqoW5zO https://t.…,other
598,A big challenge to overcome is the lack of respect between cultures. Marina #JoinTogether https://t.co/xc196t2MLJ https://t.co/O0Syd3Tfnp,other
599,"If #migrants come to your country because they have to  it is likely that they had a hard life before and moving i… https://t.co/KvJAG3qfGB
RT @IOMRwanda: I know how dangerous it is  but going to Europe was my biggest dream and I failed at it.” Ibrahim  https://t.co/ZFTXnGocXm…",other
600,RT @TentOrg: “Refugees are people who have dreams just like you and me.” #WeAreRefugees https://t.co/0BUaXhVUCE,other
601,RT @Nat_GRIESBECK: Soutien total à cette campagne #Iamamigrant et fière d'y avoir contribué ! #jointogether https://t.co/WQ0k6zK9p1,other
602,RT @UNOG_DG: Powerful stories from Migrants all over the word: diversity is our strength. #IAmAMigrant #JoinTogether https://t.co/l3bYYcM35…,other
603,RT @ONU_fr: Nous avons tous une histoire de migration. Voici celle du cinéaste Costa-Gavras sur @iamamigrant  #iamamigrant https://t.co/QiR…,other
604,RT @Monito: Together with @UNmigration  we're launching a global survey on #remittances https://t.co/9uIUsmQz0h. Happy Family Remittances D…,other
605,Everyone wants to fit in regardless of their background or the circumstances that caused them to relocate. Victor… https://t.co/w0301HxOeV,other
606,I don't like the word '#integration ' I prefer 'inclusion'. Sylvie https://t.co/vUsEEaT4F4 #JoinTogether… https://t.co/z5159V59Rk,other
607,My experiences around the world contribute to the person I am  and I bring my unique mindset to each place I go.… https://t.co/Q2sooIxYIc,other
608,"“Equality and justice are not abstract goals. Our difference cannot detract from what we have in common.""… https://t.co/YqbXixtpgm",other
609,"“We'll start again our lives in Iraq. I hope to visit Greece again but next time...as a tourist!"" Ahmed… https://t.co/eeooz0lcbt",other
610,RT @JustGovHS: Proud that .@CAUXIofC is working together w .@UNmigration .@iamamigrant for the #TOGETHER campaign - thanks for your story .…,other
611,“The truth is you have three options: you drown  you go to prison  or you make it to the other side.”Amadou… https://t.co/8pDF3s1Ohx,other
612,"“I have a dual-lens which I think allows me to see a more balanced picture – the best of both worlds."" Maya… https://t.co/D9qT1DPHVI",other
613,RT @USforMigration: #Migration represents a chance to become a global citizen &amp; to enjoy the amazing diversity that makes up our world. htt…,other
614,"Traveling makes you learn &amp; grow as a person. The solidarity of #Mexican people is the biggest lesson I have learn… https://t.co/TU2pNfowOu
RT @IOMatUN: I encourage #refugees &amp; #migrants to share their stories"" Ahmed Badr  TOGETHER podcast host @ Dinners with Refugees https://t…",other
615,"As an interpreter  I help my people voice their difficulties &amp; their experiences. I feel I can give back to my own… https://t.co/A4sHVvvbNY
“As a former #diaspora member  I am making the link  trying to be the bridge between both countries.”Abdulkadir… https://t.co/guXIx5LYgU
Solidarity is about respecting the ‘other’ regardless of who he or she is."" -Costa-Gavras # iamamigrant… https://t.co/6hw4WWe02p",other
616,“I am a proud Ghanaian who sees #Ghana as home and is committed to ensuring that my country lives up to its potenti… https://t.co/68TsirHKC1,other
617,"“Integrate yourself as quickly as possible: volunteer  take language courses  be active in society  stay busy!"" Rac… https://t.co/5MJAdNwuls",other
618,“I feel that we can all build a country where things work out better. Together  cooperating.” Charles… https://t.co/I3qhGI38gu,other
619,RT @1AlfredoZamudio: .@iamamigrant Caribbean migrants risk danger and discrimination for a new life in #Chile @UNmigration @ChileONU https:…,other
620,"“Racism often boils down to a lack of education. By helping others to integrate  we can work to fight against it.""… https://t.co/7iX2GpSTyt",other
621,“If I go home now  they will think I’m a coward; if I die  they will think I’m a hero  but if I make it  everyone w… https://t.co/e4kcu0oNUm,other
622,Migration means giving people the freedom to go places where their lives can be improved. Doreen… https://t.co/n5Cm9OKOlt,other
623,"Integration takes time  but once you achieve it in your own way  it can be a source of freedom  cooperation &amp; reli… https://t.co/wbcJNRUZES
I am not an expat. I am a migrant!"" Jessica https://t.co/rIHQBkWAFK @RefCulturalFest https://t.co/3IAcfZQV6y",other
624,I come from a land where we helped the migrants and refugees before some of us become refugees ourselves. Fadi… https://t.co/2RblL6nCNA,other
625,RT @IrishTimes: Irish nun honoured for half-century of nursing in Korea https://t.co/8WKgvrFUwW,other
626,"RT @OIM_Niger: ""I am lucky and grateful that nobody hurt me."" From #Cameroon to #Algeria and back  read Carol's story: https://t.co/lSONAI4…",other
627,"RT @IOM_USA: Mohamed  former Syrian #refugee: ""I dedicate my time to advance education &amp; healthcare for refugees &amp; minorities in underserve…",other
628,"Being a migrant means being able to move freely around the world  to work  to meet people  to open my heart &amp; my m… https://t.co/dgFKtUlztS
“#Canada is like a parent who is taking care of children  keeping the family together. Thank you for your generosit… https://t.co/VppvOuCsj7
Choices that affect other human beings should be based on facts as opposed to conjecture."" Ezra… https://t.co/DJcdgzfjmX",other
629,"When I arrived in Canada  I almost felt Canadian. I could finally see &amp; smell freedom. I felt free  I felt... norm… https://t.co/Tso2Vtp8EU
RT @IOMGREECE: #EURelocation to #Sweden:View Yamman's &amp; his family story https://t.co/GQAEPjIhdK
#MigrantRefugeePhotoStory #iamamigrant @Sw…
RT @DaviesNow: Keep immigrants  deport native born Americans. He jests but @BretStephensNYT makes a good case! #iamamigrant   https://t.co/…
RT @Nat_GRIESBECK: La richesse c'est l'autre!Je soutiens la campagne #Iamamigrant pr lutter c/ les préjugés&amp;le racisme #WorldRefugeeDay htt…
Thanks for having shared your personal story with us Doreen!! #JoinTogether https://t.co/lUy4kBMglq
RT @nerdyasians: Female doctors from India  Japan  &amp; Syria who finished their education as physicians in Philadelphia  1885 https://t.co/rS…
RT @NewToTheParish: When you can be yourself and people embrace that  that’s what makes a place feel like home.” https://t.co/FmxFUf2r7q
RT @PDSoros: Great story on #PDSoros's Abubakar Abid: How Three Millennial Entrepreneurs Created A Messenger Bot To Help Refugees https://t…
Moving has allowed me to be a free spirit  to be strong  open-minded  and to be flexible. Any place in the world i… https://t.co/BrBCyrL7FV",other
630,RT @NewToTheParish: 'It was a bit unsettling when I first moved here. The people around me didn't look like me' https://t.co/yYtCAEPSni htt…,other
631,RT @RefCulturalFest: Don' forget our dinner tonight! We are sold out  but everyone is welcome after 9 pm! Come celebrate #worldrefugeeday w…,other
632,My advice to newcomers? show the people who you really are - you'll start to feel the difference. Samad… https://t.co/IKTI7KVjam,other
633,RT @uoftmagazine: A former refugee himself  #UofT medical student Tarek Bin Yameen helps arrange free eye exams for Syrian newcomers https:…,other
634,RT @Refugees: Wonderful things happen when people open their hearts to one another. ,other
635,This #RefugeeDay  stand #WithRefugees,other
636,https://t.co/XuO…,other
637,"Germany was a great host not only to me  but also to millions of people with bigger  more serious needs.Thank you… https://t.co/SjFjXVU888
RT @ADEPTPlatform: ADEPT is hiring an Executive Director  a Finance Manager and a Capacity Development Manager. Apply here https://t.co/GbN…
We can learn from migrants &amp; see them as the strong individuals that are equal to us rather than people who automatically need help"" Sabina",other
638,We can't help everyone but everyone can help #nomonstersinberlin movie #WRD2017 https://t.co/rYDjm7pwib,other
639,RT @NewToTheParish: “From the day I entered Sligo  I loved the place. My impression of living in Dublin was always a sense of distance.” ht…,other
640,We have to respect each other  accept the differences that divide us  and fight against any discriminatory laws.… https://t.co/2g4x7bLkw7,other
641,RT @immcouncil: Immigrant workers don't compete with the native-born workforce. They complement each other https://t.co/3KXpCAd1PG #FactsOv…,other
642,RT @Refugees: Thanks @Twitter for our #WithRefugees emoji: a hug symbolizing a warm welcome and compassion for all refugees.,other
643,#RefugeeDay,other
644,#T…,other
645,RT @PDSoros: Moroccan immigrants Amal Elbakhar &amp; her dad at her @Harvard_Law graduation. #HappyFathersDay to our immigrant dads: https://t.…,other
646,RT @PDSoros: Our 2016 Fellow Vish just finished up his week telling his #NewAmerican story on our Instagram account. Check it out: @pdsoros…,other
647,"RT @iomkingston: https://t.co/NWN7ZYqIOM - ""We wanted to go somewhere where it didn’t matter what nationality you are. We just wanted to ha…",other
648,Migration to me means opportunity  the promise of a new life and  most importantly  hope. Erica… https://t.co/RWeMipt9Yb,other
649,Your home country will not be the same when you go back. And you won't be the same either!,other
650,-Rzn… https://t.co/6tmfsBPCIf,other
651,A teaser of what's happening in Geneva ! @refculturalfest,other
652, https://t.co/vHmaW37Yw0,other
653,Happening now! @RefCulturalFest makes Geneva a more friendly and welcoming home for all! https://t.co/7QVBO7R9gR https://t.co/Oxhf2cMRMD,other
654,"To those about to set off on a big journey I'd say: be curious  ask as many questions as you need to” Barbara… https://t.co/t7pZFFTXqM
Migrants  forge trustworthy contacts &amp; respect the rules of the home you're invited into"" Henri… https://t.co/oUQxPB4ixM",other
655,Home is no longer a physical place for me  it is a feeling — one that can be found wherever there is love. Denise… https://t.co/g7c2fKhfUo,other
656,Borders are just something to be crossed to discover new things on the other side of the world Dan… https://t.co/fwWTWpiyNq,other
657,Learning about a new local culture doesn't mean that you have to lose your sense of self -Chanwut… https://t.co/NRDK50DsV9,other
658,Proud of you #iamamigrant @uBadr! Your story has inspired so many people https://t.co/H3P6PThG3g. https://t.co/5Vjr7ovxeD,other
659,#DYK 600 million migrants send money home regularly to support their families Do you send #remittance? Tell us now!… https://t.co/h8R9huHZDh,other
660,RT @IOM_Caribbean: An estimated 800 million people worldwide are directly supported by #familyremittances. Read new #IFAD report https://t.…,other
661,RT @RefCulturalFest: In two days the festival is going to begin! Are you ready!,other
662,https://t.co/f2PRRUg323,other
663,#refugeeculturalfestival #Geneva #G…,other
664,I believe in the power of #migrants  especially the youth  and I see the huge untapped talent they have. Abubakar… https://t.co/4H97BzSUlr,other
665,Integration is not being scared of what is around you. It's when you see what people do around you as normal.-Car… https://t.co/XiVthxevJm,other
666,“Having to flee my country couldn’t stop me from driving social change.” - Eddy https://t.co/AqIgepRjUo… https://t.co/50YtIgKP4L,other
667,They don’t know who we are as #migrants – so show them who you are. Do something for this society  be productive!… https://t.co/8b2MGnFkEy,other
668, #migration is a great school. Everyone has something that another doesn't  so when we travel we learn.… https://t.co/PxYWvvdmMt,other
669,I hope to return to Eritrea someday so I can help rebuild my country democratically and educate my society. - Mer… https://t.co/QMUQgZ5XUK,other
670,"We wanted to go somewhere where it didn’t matter what nationality you are. And recently we became Australian citiz… https://t.co/wHqewoL92R
Being a cultural mediator  on the one hand  allows me to help migrants  and on the other  makes my children proud.… https://t.co/oyNl85DcbW",other
671,"My hope is that students can do as I did and eventually return to their own country to help with rebuilding &amp; reco… https://t.co/ICH8KZF58T
Languages become worlds in themselves  bridges to cultures  identities. My identity as my relationship with langua… https://t.co/GF0F6i8ChP",other
672,In my new community I contribute with my job. I’m part of the labor force that drives local &amp; national economies.… https://t.co/lSNI8p0RlR,other
673,"I didn’t leave home because I hated it; I left because I wanted to grow as a person. I’ll never stop wanting that.… https://t.co/GeuszvhkBk
RT @USforMigration: Like most of #immigrants coming to the U.S. Ahmed and Shorouq came to the #UnitedStates seeking a better life #IHM2017…
RT @KLCanolog: Malaysians hit back at racism – in pictures https://t.co/y5r5ASROYY
I would like to be able to have peace and stability back home&amp; impart what I've learned to make a difference there… https://t.co/UB4lRPAEA9",other
674,"“I love to prepare worldwide students to be future global health leaders who will change the world for the better.""… https://t.co/eOptpsAS4S",other
675,RT @europeaid: How can we facilitate safe and legal migration &amp; mobility in order to bring development benefits for all? 🗺 #EDD17 https://t…,other
676,RT @TentOrg: Refugees are students  doctors  artists &amp; engineers. This #WorldRefugeeDay  let’s share real stories: https://t.co/8QuaHQKcI4…,other
677,RT @RefCulturalFest: Enjoy food from Afghanistan  Eritrea  Sri Lanka and Syria on the 20th of Juin from 2100 to midnight. ,other
678,https://t.co/GVJ…,other
679,RT @DaviesNow: All over the world #Refugees #migrants add life  ideas  culture &amp; food to their new countries. This.. https://t.co/8DfBT0lPj…,other
680,"We can't send our migrant children to formal schools so myself &amp; other volunteers started teaching language and ma… https://t.co/4EeRRdbyOq
Cécile Kyenge Kashetu was the first Black Minister of Italy read her story here: https://t.co/Dj7X91mWQL… https://t.co/potAaaIQ9x
RT @IOM_USA: Luis' mother was 1st of her family to move to U.S &amp; open the way to other family members. “She was her own Ellis Island ” said…
RT @OIM_Niger: I had worked for so long without any pay that I had no means to go back home."" From Guinea-Bissau to Libya  Samba: https://…",other
681,"Keep focusing on your goals and never forget happiness and hope  even if you are thousand kilometers away from hom… https://t.co/2oGbG92cYp
 #iamamigrant with 3D printing I teach refugees&amp; locals how to develop tools to help change their lives from prost… https://t.co/l7hdaojT3J",other
682,“Having been a refugee I have firsthand knowledge of the hardships  that's why I work to help other #refugees with… https://t.co/5bdCWh0BTl,other
683,As a migrant  I think you should always look to the future  seize opportunities abroad. - Tina #iamamigrant… https://t.co/o47lZEccFz,other
684,I feel useful serving other migrants like me. I work to defend their rights and help them rise  no matter where.… https://t.co/1hBLdzkhNb,other
685, #iamamigrant and my experience has been educational and very enriching  but not always easy. - Sonja… https://t.co/Hwjfwm5IwF,other
686,"Getting to know new cultures  languages  traveling  learning about other people  all of this had a positive effect… https://t.co/XrRucoZTO4
“There are migrants who escape war &amp; poverty. I am one of those  I saw poverty and I am fighting against it. -Shad… https://t.co/XlY8mWJ2B9",other
687,RT @votolatino: This June we will celebrate #ImmigrantHeritageMonth by paying tribute to the incredibly positive impact immigrants make on…,other
688,RT @AlineBarros2: 15 years ago my mom had dreams her children would have a great education. How glad I am that she never gave up. #Immigran…,other
689,RT @ajplus: It's #ImmigrantHeritageMonth. ,other
690,AJ+'s @MidEasternist goes home to Boston to interview his immigrant Syrian parents. https://t.c…,other
691,“Migration means different things to different people. They are trying to make their life work in way they hope to… https://t.co/TdhbUq47xM,other
692,“Migration has had a positive impact on my life  broadening my horizons  views and decisions.”- Moises #iamamigrant… https://t.co/0aKuzEYt4T,other
693,"When a lot of people from different countries converge in one spot it enriches everybody’s lives and everybody’s e… https://t.co/XJW55vwf1a
Getting used to a new culture takes time &amp; is a process of give and take. Try to be actively engaged in your new c… https://t.co/82CHDiBuc2",other
694,Are you a young entrepreneur? do you want to start your own business back home? Learn everything you need to know t… https://t.co/EU46kFJD8d,other
695,@PhilYHusband Hi Philip! Can you follow us back so we can DM you please? thanks!,other
696,"People forget that many of us are migrants our parents were migrants. We forget that what's happening could happen… https://t.co/LSlZxYfu27
Migration is not just one way  there are many people from developed countries that have benefited from migration.""… https://t.co/Da3U6I9ASt",other
697,“I see how immigrants are looked at and treated. It makes me sad because #iamamigrant &amp; no one should be made to fe… https://t.co/ToUIeG4mvE,other
698,I’m an orthodontist  one month ago I finally got my residence permit and I was hired in a lab!-Ahmad #iamamigrant… https://t.co/0e8PhpPn5b,other
699,"Being a migrant is an opportunity to start afresh &amp; to build a better life. Migration can be an empowering process… https://t.co/Fzi1fBfzwD
I believe the word #migrant shouldn't have negative connotations. So many of us are contributing to our new countr… https://t.co/QtM9QfXFj7",other
700,"My grandmother started to say some negative things about #migrants   I stopped her and said: 'Hey  grandma … https://t.co/xgXO3dzKwG
People ask me 'Where is home for you?' but it’s a difficult question. Who says you have to have one place you call… https://t.co/60wALUfzWe",other
701,"Being a #migrant in a new country I learned to appreciate how things were done differently; different doesn't mean… https://t.co/PnlMlyc763
Like many #migrants I brought valid assets to Italy. Yet this is not recognized.We enrich  not burden  your societ… https://t.co/EiiVQDIOLq",other
702,RT @UN: Thursday's #AfricaDay highlights enormous potential &amp; remarkable success stories throughout African continent https://t.co/79bSTjJB…,other
703,RT @DaviesNow: Diversity: Slightly bigger than NY State where 123 languages are spoken: Nepal! #@BeingAnuzThapa @iamamigrant https://t.co/c…,other
704,@Deman_LD Share your story with us ! Please DM us :),other
705,RT @ADEPTPlatform: Webinar: #youth &amp; #entrepreneurship with @UNmigration @iamamigrant @Afrikrea @Womenpreneur1 @Cc_HUB @bosuntijani https:/…,other
706,"RT @IOM_Nigeria: ""I'm a math geek  too."" Our #Migration #Health clinics in #Abuja &amp; #Lagos help super Shakirat on her move to further studi…",other
707,"It's very enriching to have newly arriving #migrants   one of the most important things is that they can integrate… https://t.co/0MjKH4UJiM
“A positive aspect of #migration is you get to know other countries  cultures  people  so many special things.… https://t.co/OjbL2NKUlE",other
708,I’d like to study immigration law and maybe help people who are migrants  like myself.Halaa #iamamigrant… https://t.co/mz1oJOdiit,other
709,By helping #migrants   I am also helping Italy as a whole.- Alex #iamamigrant #JoinTogether… https://t.co/YcIrYoW2BZ,other
710,“Everyone refers to people like me as ‘expats’ but I am also a #migrant   I came to seek better professional opport… https://t.co/tZl0mBM86p,other
711,"We offer the opportunity to interact with other communities through music  and attempt to break down cultural barr… https://t.co/Rru5Y3gFuQ
For integration to work  people have to tolerate &amp; have the desire to help. An effort on both sides  #migrant and… https://t.co/rbBoeq3ivb",other
712,RT @OIMEcuador: OIM Ecuador celebra el día de la Diversidad Cultural. La Diversidad nos construye de forma positiva. @iamamigrant https://t…,other
713,RT @IOMatEU: MEP Sajjad Karim on Identity &amp; the need to re-energise the fight against racism+discrimination #jointogether @SHKMEP https://t…,other
714,#Youth and #Entrepreneurship: Why young entrepreneurs have it made. ,other
715,Find out on Wed. 31 May with #iamamigrant… https://t.co/dXf7Jaxd2d,other
716,Raising our children between two cultures helps them build new social skills.- Jenny #DiversityDay #iamamigrant https://t.co/rhVDWXuGms,other
717,"RT @UNinBrussels: ""Migrants are not a burden. Even less so are they a threat. Properly managed  migration stands to benefit all."" https://t…",other
718,RT @UNmigration: Dan has two hobbies in life: meeting new people and cooking with his #refugee friends. via @iamamigrant. https://t.co/vND7…,other
719,On their long and hard journey  they both found one of the most precious gift: friendship.,other
720,@OIM_Niger https://t.co/onBNrjSvli,other
721,"We should recognize that #France is strong and beautiful thanks to its #Diversity . It isn't too late to praise di… https://t.co/FI3PvSspzI
Cultural #diversity does not mean loss of identity. https://t.co/yIXJldqPHO
It was easy to see the value of #diversity. I was immersed in four cultures each with their own rich languages and… https://t.co/ctCszEw23P",other
722,RT @Ashesi: From Kakamu Refugee camp in Northern Kenya to Ashesi's Engineering School. South Sudanese  Jacob  shares his story:  https://t.…,other
723,People learn more about who they are through engaging with #migrants. -Pindie Stephen @UNmigration #integration… https://t.co/whtui27HS7,other
724,RT @UNmigration: Diya left #Syria and came to Turkey with nothing. There  she discovered her true passion: copper engraving. Via @IOMturkey…,other
725,"It is important to learn about the #diversity of cultures in the world and welcome them into your own.”… https://t.co/AdJHnd3gQw
We have to teach young people early on about the beauty of #diversity. https://t.co/GPRWxc2Etx
RT @USforMigration: In front of my father I have to appear like a man. My mother accepts me."" #DiversityDay https://t.co/CMX8z9LjPC #iamam…",other
726,RT @USforMigration: @LAdeleoso from Nigeria was poorly prepared to face the cold weather in Michigan. Watch what happens on arrival @iamami…,other
727,RT @IOM_USA: Growing up in a multicultural household &amp; raised by immigrant parents  @mayalhassen didn't always understand her parents'rules…,other
728,RT @NewToTheParish: 'Irish people are only satisfied when I say I’m from China. No matter how hard you try  you always stand out.' https://…,other
729,RT @UNmigration: Cultural #diversity is the driving force of modern life &amp; underpins the wealth of nations- @IOMChief https://t.co/peYYK0ug…,other
730,RT @ChakerKhazaal: On this day 69 years ago  my grandfather became a refugee; first of four generations of displacement today. #Refugees #P…,other
731,@Saldahna @ReneTruninger @POLITJAH @emrich_5933 Well  Alban is actually from France living in the Middle East.,other
732,RT @USforMigration: @LAdeleoso from Nigeria was poorly prepared to face the cold weather in Michigan. Watch what happened on arrival @iamam…,other
733,RT @IOMBeLux: Diversity is Destiny! We Make Our Future and #Diversity Makes Us @IOMchief  #EQW2017 https://t.co/JaQag81FLD @iamamigrant htt…,other
734,I live in Malmö where 170 nationalities reside  I always enjoy being exposed to a #diversity of cultures.-Amir… https://t.co/i6OvAppSdq,other
735,Home can mean many different things in many different cultures. #diversity #iamamigrant https://t.co/9dVTmvTMlD,other
736,RT @OIMParaguay: El 21 de mayo es el Día de la Diversidad Cultural. La historias de #SoyMigrante lo reflejan con contenido especial #divers…,other
737,Migrants need to be treated as part of the community. #Migration is about building &amp; growing cities. Patrick Tara… https://t.co/MMtPg48HPh,other
738,RT @IOM_Myanmar: Cultural #Diversity = driving force of modern life. Crucial role in development. Underpins wealth of nations. Celebrate #E…,other
739,I think #diversity is an exciting thing and makes a #community stronger.- Grace #iamamigrant #EQW2017 https://t.co/sjSvainknD,other
740,@MonamiMaulik  from @GCMigration shares her positive experiences with cultural #Diversity #DiversityIsBeautiful… https://t.co/R0QkMgo5ZP,other
741,@MonamiMaulik  from @GCMigration shares her positive experiences with cultural #Diversity ! #DiversityIsBeautiful… https://t.co/6UZrcqSRjC,other
742,Celebrate World day for Cultural #Diversity May 21st! #EQW2017 https://t.co/1F824xu1xa,other
